base_id,before_sample_id,after_sample_id,patch_row,patch_col,before_cell_count,before_soma_area_mean,before_soma_area_total,before_perimeter_mean,before_circularity_mean,before_eccentricity_mean,before_solidity_mean,before_neurite_length,before_branch_count,before_neurite_density,after_cell_count,after_soma_area_mean,after_soma_area_total,after_perimeter_mean,after_circularity_mean,after_eccentricity_mean,after_solidity_mean,after_neurite_length,after_branch_count,after_neurite_density,delta_cell_count,delta_soma_area_mean,delta_soma_area_total,delta_perimeter_mean,delta_circularity_mean,delta_eccentricity_mean,delta_solidity_mean,delta_neurite_length,delta_branch_count,delta_neurite_density,concentration,label,is_synthetic
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,2,2,8,404.5,3236.0,106.30369311659656,0.46362227527690714,0.7567123754732692,0.8074757314186398,480,114,0.14833127317676142,1,367.0,367.0,161.84671708797583,0.17606301681052955,0.8827101949225065,0.49796472184531887,99,25,0.26975476839237056,-7.0,-37.5,-2869.0,55.54302397137927,-0.2875592584663776,0.12599781944923727,-0.30951100957332095,-381.0,-89.0,0.12142349521560913,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,2,2,8,404.5,3236.0,106.30369311659656,0.46362227527690714,0.7567123754732692,0.8074757314186398,480,114,0.14833127317676142,1,183.0,183.0,120.7401153701776,0.15774579122058582,0.8107451463764528,0.45073891625615764,62,14,0.33879781420765026,-7.0,-221.5,-3053.0,14.436422253581043,-0.3058764840563213,0.05403277090318359,-0.3567368151624822,-418.0,-100.0,0.19046654103088884,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,2,2,8,404.5,3236.0,106.30369311659656,0.46362227527690714,0.7567123754732692,0.8074757314186398,480,114,0.14833127317676142,1,276.0,276.0,80.76955262170048,0.5316472739860185,0.7058134353805295,0.8817891373801917,48,8,0.17391304347826086,-7.0,-128.5,-2960.0,-25.53414049489608,0.06802499870911138,-0.05089894009273965,0.07431340596155189,-432.0,-106.0,0.02558177030149944,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,6,499.1666666666667,2995.0,140.51930607229795,0.3478745915735694,0.7756223139119244,0.736097212341179,495,102,0.1652754590984975,-1.0,2.452380952380963,-482.0,32.55352073308933,-0.2011447804930639,0.13800374763098033,-0.1398480569969177,80.0,16.0,0.04591969263315382,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,3,459.0,1377.0,150.9177848998413,0.25474848868479505,0.7359911449576876,0.6279216316416321,234,44,0.16993464052287582,-4.0,-37.71428571428572,-2100.0,42.951999560632686,-0.29427088338183827,0.09837257867674354,-0.24802363769646463,-181.0,-42.0,0.05057887405753214,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,2,638.5,1277.0,242.87667734976196,0.28634184198126894,0.786300886340606,0.6060462284926503,275,63,0.2153484729835552,-5.0,141.78571428571428,-2200.0,134.91089201055334,-0.2626775300853644,0.14868232005966198,-0.26989904084544636,-140.0,-23.0,0.09599270651821151,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,2,907.5,1815.0,211.2228714274745,0.22633840072302963,0.8809322961191917,0.6613590702413796,270,61,0.1487603305785124,-5.0,410.7857142857143,-1662.0,103.25708608826588,-0.3226809713436037,0.24331372983824762,-0.21458619909671706,-145.0,-25.0,0.02940456411316872,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,1,465.0,465.0,178.12489168102783,0.1841677534341588,0.7386359679283373,0.6858407079646017,100,26,0.21505376344086022,-6.0,-31.714285714285722,-3012.0,70.15910634181921,-0.3648516186324745,0.10101740164739326,-0.19010456137349496,-315.0,-60.0,0.09569799697551654,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,0,0,7,496.7142857142857,3477.0,107.96578533920862,0.5490193720666333,0.637618566280944,0.8759452693380967,415,86,0.11935576646534368,2,413.0,826.0,184.02743494484446,0.14506691667252272,0.7975520548252002,0.5107846829880729,228,55,0.27602905569007263,-5.0,-83.71428571428572,-2651.0,76.06164960563584,-0.4039524553941106,0.15993348854425615,-0.3651605863500238,-187.0,-31.0,0.15667328922472895,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,3,648.6666666666666,1946.0,126.0656685044733,0.5441059427394295,0.7385465863406656,0.8417860922514144,217,36,0.11151079136690648,-2.0,130.46666666666658,-645.0,13.271137546567246,0.000146476686415431,-0.0027301191706569083,-0.009992777318122315,-65.0,-19.0,0.002672504990989838,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,2,1636.5,3273.0,231.44469683442247,0.3709729515697756,0.7061221204529707,0.8254072641306684,273,42,0.08340971585701192,-3.0,1118.3,682.0,118.65016587651643,-0.17298651448323843,-0.035154585058351784,-0.026371605438868295,-9.0,-13.0,-0.025428570518904722,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,3,1079.0,3237.0,280.01695509211066,0.29601815595053843,0.8941742025559839,0.724190145450684,526,124,0.16249613839975285,-2.0,560.8,646.0,167.22242413420463,-0.2479413101024756,0.15289749704466138,-0.1275887241188527,244.0,69.0,0.05365785202383622,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,3,676.6666666666666,2030.0,254.35603640634508,0.19672371559592783,0.8792639227496976,0.5330111231042435,462,137,0.22758620689655173,-2.0,158.46666666666658,-561.0,141.56150544843905,-0.3472357504570862,0.13798721723837504,-0.31876774646529327,180.0,82.0,0.1187479205206351,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,2,750.0,1500.0,304.82085117392114,0.11196456262963758,0.7644909632240988,0.5146588106784065,331,91,0.22066666666666668,-3.0,231.79999999999995,-1091.0,192.0263202160151,-0.43199490342337643,0.0232142577127763,-0.3371200588911303,49.0,36.0,0.11182838029075004,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,0,1,5,518.2,2591.0,112.79453095790605,0.543959466053014,0.7412767055113225,0.8517788695695367,282,55,0.10883828637591664,2,827.5,1655.0,254.79393923933998,0.15566229414846766,0.9137585471971181,0.5457187432853758,297,67,0.17945619335347432,-3.0,309.29999999999995,-936.0,141.99940828143394,-0.3882971719045464,0.1724818416857956,-0.3060601262841609,15.0,12.0,0.07061790697755768,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,5,566.4,2832.0,115.78864350760145,0.5452955948769282,0.749586563899498,0.8747238246050509,295,44,0.10416666666666667,-1.0,-18.433333333333394,-677.0,9.473570226039527,-0.10005395051607624,0.048723520998761094,-0.014018989130424209,-60.0,-30.0,0.0029982426142300816,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,4,621.0,2484.0,173.8319984622144,0.2452791265134263,0.8657812804356169,0.6771397335578456,445,107,0.17914653784219,-2.0,36.16666666666663,-1025.0,67.51692518065246,-0.40007041887957817,0.16491823753488,-0.21160308017762952,90.0,33.0,0.07797811378975342,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,4,355.5,1422.0,165.38225099390857,0.22012759378587338,0.7987953360347522,0.5874036523608286,364,81,0.2559774964838256,-2.0,-229.33333333333337,-2087.0,59.06717771234665,-0.4252219516071311,0.0979322931340153,-0.30133916137464656,9.0,7.0,0.15480907243138903,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,2,380.5,761.0,152.3644840409422,0.1989707861125919,0.8666024235608129,0.5744703916742128,187,58,0.2457293035479632,-4.0,-204.33333333333337,-2748.0,46.049410759380265,-0.4463787592804126,0.16573938066007599,-0.3142724220612624,-168.0,-16.0,0.14456087949552662,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,4,441.0,1764.0,168.10712472806148,0.19977691883174414,0.8382086803841264,0.5416968490783487,389,93,0.2205215419501134,-2.0,-143.83333333333337,-1745.0,61.792051446499556,-0.44557262656126034,0.13734563748338957,-0.34704596465712645,34.0,19.0,0.1193531178976768,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,0,2,6,584.8333333333334,3509.0,106.31507328156192,0.6453495453930045,0.7008630429007369,0.8887428137354751,355,74,0.10116842405243659,4,430.75,1723.0,178.73732854810433,0.1868710717090627,0.9151973769326546,0.5679553377241211,407,102,0.23621590249564714,-2.0,-154.08333333333337,-1786.0,72.42225526654241,-0.4584784736839418,0.2143343340319177,-0.32078747601135404,52.0,28.0,0.13504747844321055,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,3,709.0,2127.0,136.9946006926078,0.5287431601876754,0.6725113003204178,0.8094496971043951,221,44,0.10390220968500236,0.0,161.66666666666663,485.0,31.99221980096233,-0.08709213009364691,-0.03178747298386719,-0.09533690445581189,46.0,7.0,-0.002675135016581079,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,4,784.0,3136.0,158.56423150924803,0.4543613915198882,0.6953541897425599,0.7946541457925835,359,74,0.11447704081632654,1.0,236.66666666666663,1494.0,53.56185061760256,-0.16147389876143414,-0.008944583561725117,-0.11013245576762343,184.0,37.0,0.007899696114743102,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,3,994.0,2982.0,219.30459342882818,0.31526213523621477,0.890133776399359,0.7814562308375846,418,94,0.14017437961099932,0.0,446.66666666666663,1340.0,114.30221253718271,-0.30057315504510757,0.18583500309507395,-0.12333037072262232,243.0,57.0,0.03359703490941589,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,4,795.5,3182.0,223.6858133579393,0.1985107671316855,0.8434277655164424,0.6448805057168091,560,125,0.1759899434318039,1.0,248.16666666666663,1540.0,118.68343246629384,-0.41732452314963686,0.13912899221215735,-0.25990609584339786,385.0,88.0,0.06941259873022047,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,4,682.5,2730.0,175.1974836564958,0.2766311191167197,0.7983767603399401,0.6992731171459665,431,93,0.15787545787545787,1.0,135.16666666666663,1088.0,70.19510276485032,-0.3392041711646026,0.09407798703565506,-0.20551348441424044,256.0,56.0,0.051298113173874435,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,1,0,3,547.3333333333334,1642.0,105.00238089164547,0.6158352902813223,0.704298773304285,0.904786601560207,175,37,0.10657734470158343,3,744.0,2232.0,230.8430013252114,0.26066432779823906,0.8314675835995667,0.6357031886168688,428,110,0.1917562724014337,0.0,196.66666666666663,590.0,125.84062043356592,-0.3551709624830833,0.1271688102952817,-0.26908341294333815,253.0,73.0,0.08517892769985026,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,7,466.85714285714283,3268.0,121.01741901259966,0.4386811104352159,0.749980752878205,0.8165621352004516,458,98,0.1401468788249694,3.0,-402.14285714285717,-208.0,-33.07346292609792,-0.05425545708416979,0.05973868338555055,-0.035090849630980636,111.0,21.0,0.04031949102289806,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,6,301.6666666666667,1810.0,125.57548092164758,0.2662201776446465,0.7449521472176923,0.6629601830956126,428,123,0.23646408839779007,2.0,-567.3333333333333,-1666.0,-28.515401017049996,-0.2267163898747392,0.05471007772503789,-0.1886928017358197,81.0,46.0,0.13663670059571872,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,3,466.6666666666667,1400.0,158.75602444176178,0.3052949080941309,0.7914130749030908,0.7043820746510437,287,84,0.205,-1.0,-402.3333333333333,-2076.0,4.665142503064203,-0.1876416594252548,0.10117100541043633,-0.14727091018038851,-60.0,7.0,0.10517261219792864,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,5,320.2,1601.0,133.15554826343268,0.21824268601479044,0.8887253427266149,0.5668869239778207,382,102,0.2386008744534666,1.0,-548.8,-1875.0,-20.9353336752649,-0.2746938815045953,0.19848327323396042,-0.28476606085361156,35.0,25.0,0.13877348665139524,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,2,279.5,559.0,122.03300858899107,0.2305970144757976,0.8541309857755617,0.5029810996563574,146,41,0.26118067978533094,-2.0,-589.5,-2917.0,-32.05787334970651,-0.2623395530435881,0.16388891628290725,-0.34867188517507486,-201.0,-36.0,0.1613532919832596,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,1,1,4,869.0,3476.0,154.09088193869758,0.4929365675193857,0.6902420694926544,0.8516529848314323,347,77,0.09982738780207134,2,199.5,399.0,97.27564927611034,0.2687890320185482,0.796456093077498,0.648871728226664,100,26,0.2506265664160401,-2.0,-669.5,-3077.0,-56.815232662587235,-0.2241475355008375,0.10621402358484355,-0.2027812566047683,-247.0,-51.0,0.15079917861396874,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,3,1097.0,3291.0,196.65180361560905,0.3190058975519705,0.9098160538359638,0.7617202971958444,330,63,0.10027347310847767,0.0,88.33333333333337,265.0,21.307960518083746,-0.11716504189388127,0.023766478401682,-0.06240027157407324,22.0,-5.0,-0.0015110609298567557,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,4,442.25,1769.0,161.96067811865476,0.22216589646732005,0.681133311707088,0.6338396323852319,428,109,0.24194460146975694,1.0,-566.4166666666666,-1257.0,-13.383164978870553,-0.21400504297853173,-0.20491626372719374,-0.1902809363846858,120.0,41.0,0.1401600674314225,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,2,431.0,862.0,169.2462120245875,0.22572788175007014,0.9586269516443948,0.6837438520898576,193,65,0.22389791183294663,-1.0,-577.6666666666666,-2164.0,-6.097631072937816,-0.21044305769578164,0.07257737621011306,-0.14037671668006013,-115.0,-3.0,0.1221133777946122,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,2,246.0,492.0,89.84062043356595,0.43085362691300555,0.9080650557773331,0.7815591215203532,85,18,0.17276422764227642,-1.0,-762.6666666666666,-2534.0,-85.50322266395936,-0.00531731253284623,0.02201548034305134,-0.042561447249564455,-223.0,-50.0,0.07097969360394199,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,2,366.5,733.0,206.3203281636579,0.11284175600388147,0.908861177294517,0.38766006549290294,249,80,0.339699863574352,-1.0,-642.1666666666666,-2293.0,30.976485066132597,-0.3233291834419703,0.02281160186023523,-0.43646050327701474,-59.0,12.0,0.23791532953601757,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,1,2,3,1008.6666666666666,3026.0,175.3438430975253,0.4361709394458518,0.8860495754342818,0.8241205687699177,308,68,0.10178453403833443,1,501.0,501.0,133.3259018078045,0.354175511741003,0.4285690920892678,0.7889763779527559,99,22,0.19760479041916168,-2.0,-507.66666666666663,-2525.0,-42.017941289720795,-0.0819954277048488,-0.45748048334501396,-0.0351441908171618,-209.0,-46.0,0.09582025638082725,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,4,725.75,2903.0,219.69469683442247,0.21081349231285557,0.7550736685958747,0.6498449492261849,552,135,0.19014812263176026,-4.0,287.75,-601.0,110.81257659307971,-0.3052507253161802,0.0018651529078631546,-0.20065080325120965,53.0,24.0,0.047739446832673504,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,3,711.6666666666666,2135.0,242.47041832318095,0.24892421382513777,0.6757403932919339,0.6609707483451256,492,149,0.23044496487119437,-5.0,273.66666666666663,-1369.0,133.5882980818382,-0.267140003803898,-0.07746812239607759,-0.18952500413226891,-7.0,38.0,0.08803628907210762,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,4,332.75,1331.0,134.93250352560273,0.3039938006528563,0.7228543347186789,0.6670245284228573,294,81,0.22088655146506386,-4.0,-105.25,-2173.0,26.050383284259965,-0.21207041697617945,-0.030354180969332623,-0.1834712240545372,-205.0,-30.0,0.07847787566597711,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,2,265.5,531.0,111.41168824543142,0.2579355336366178,0.6823201903959996,0.6511488444174921,121,36,0.2278719397363465,-6.0,-172.5,-2973.0,2.5295680040886594,-0.25812868399241795,-0.07088832529201194,-0.1993469080599024,-378.0,-75.0,0.08546326393725975,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,1,417.0,417.0,128.71067811865476,0.3163127968041995,0.7304231314707977,0.7794392523364486,74,22,0.1774580335731415,-7.0,-21.0,-3087.0,19.828557877311994,-0.19975142082483627,-0.022785384217213767,-0.07105650014094589,-425.0,-89.0,0.03504935777405474,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,2,0,8,438.0,3504.0,108.88212024134276,0.5160642176290358,0.7532085156880115,0.8504957524773945,499,111,0.14240867579908675,4,410.0,1640.0,156.22844507162114,0.21616793604535361,0.6247900107636358,0.6447161282205813,403,127,0.24573170731707317,-4.0,-28.0,-1864.0,47.34632483027838,-0.29989628158368214,-0.12841850492437568,-0.20577962425681318,-96.0,16.0,0.10332303151798641,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d04h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,5,710.6,3553.0,128.5082394568908,0.5326113023245354,0.7672670275686886,0.8714432915178076,395,68,0.11117365606529693,-1.0,246.43333333333334,768.0,24.803657992645938,-0.029164264639725213,0.06797952526147366,-0.0020680077926236162,80.0,-1.0,-0.001932268530753345,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d08h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,4,732.0,2928.0,233.2746481227711,0.23757276138543304,0.9117285771075918,0.6498719134086599,550,145,0.1878415300546448,-2.0,267.8333333333333,143.0,129.57006665852623,-0.3242028055788275,0.21244107480037688,-0.22363938590177135,235.0,76.0,0.07473560545859452,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d12h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,5,471.0,2355.0,176.80428560496185,0.23956919563162726,0.8915057030581567,0.6555064355558315,490,127,0.208067940552017,-1.0,6.833333333333314,-430.0,73.09970414071698,-0.3222063713326333,0.19221820075094176,-0.2180048637545997,175.0,58.0,0.09496201595596672,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d16h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,5,422.0,2110.0,133.3212336883819,0.3082039794335712,0.7113369948827757,0.725596419780361,409,98,0.1938388625592417,-1.0,-42.166666666666686,-675.0,29.61665222413704,-0.25357158753068937,0.01204949257556076,-0.1479148795300702,94.0,29.0,0.08073293796319143,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_00d20h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,2,468.5,937.0,137.25788232314397,0.30698508885225806,0.7925355910434662,0.7529926156237854,183,40,0.19530416221985059,-4.0,4.333333333333314,-1848.0,33.55330085889911,-0.2547904781120025,0.09324808873625123,-0.12051868368664587,-132.0,-29.0,0.08219823762380031,,,False
A172_Phase_A7_1_2_pre,A172_Phase_A7_1_00d00h00m_2_pre,A172_Phase_A7_1_01d00h00m_2_pre,2,1,6,464.1666666666667,2785.0,103.70458146424487,0.5617755669642606,0.6992875023072149,0.8735112993104313,315,69,0.11310592459605028,3,572.3333333333334,1717.0,227.16855445950708,0.15047965671113478,0.9340387718267461,0.5286552517266315,398,108,0.23179965055329063,-3.0,108.16666666666669,-1068.0,123.46397299526221,-0.4112959102531258,0.23475126951953118,-0.34485604758379973,83.0,39.0,0.11869372595724036,,,False
